2.986148525273370780e+01,6.528305017055022752e+00,3.208814620971679688e+01,1.196519374847412109e+00,3.074322640895843506e-01,3.229286193847656250e+00,9.729574203491210938e+00,1.333104252815246582e+00,1.623989245901089618e+01,9.623052633326986127e-01,3.024161033246018704e+01,4.310133361816406250e+02,1.888340377807617188e+01,3.558381795883178711e+00,1.651130328995728869e+00,2.905197115319426615e+01,-6.135573238134384155e-02,1.551886660082067326e+00
2.219718313995571179e+01,6.908280048783326244e+00,3.398685455322265625e+01,1.269492506980895996e+00,2.728114128112792969e-01,2.340617895126342773e+00,1.046869850158691406e+01,1.376373648643493652e+00,1.264375556743355311e+01,7.774943003188008461e-01,2.357919987305900023e+01,4.786898803710937500e+02,1.854433441162109375e+01,4.201067447662353516e+00,1.657855268452770536e+00,2.413561704041997658e+01,-1.519140880554914474e-02,1.430046239424431542e+00
2.177682486711182364e+01,7.261254028899761792e+00,3.485943222045898438e+01,1.304706811904907227e+00,8.304253965616226196e-02,2.381901025772094727e+00,9.708655357360839844e+00,1.264746785163879395e+00,9.994061699182232417e+00,5.022085474237151237e-01,1.423565035450215177e+01,3.160460510253906250e+02,1.502977275848388672e+01,3.616843700408935547e+00,1.606840675564290555e+00,1.551185787963082241e+01,-1.991555988788604736e-01,1.237236676713903138e+00
3.719347806566707959e+01,8.460024548831622582e+00,2.644367790222167969e+01,1.117786049842834473e+00,3.559152185916900635e-01,2.470271110534667969e+00,9.736687660217285156e+00,1.431535959243774414e+00,2.091122457046559546e+01,1.081263986618622441e+00,3.021557812574432944e+01,4.602059936523437500e+02,2.179695892333984375e+01,4.058441162109375000e+00,1.855213817804655108e+00,3.200790395931817756e+01,-3.699672967195510864e-02,1.567159242876315695e+00
2.713322429749943154e+01,1.067020229536465514e+01,2.553523254394531250e+01,9.685421586036682129e-01,4.646035432815551758e-01,1.996721148490905762e+00,1.122821426391601562e+01,1.357339262962341309e+00,1.321556106726587743e+01,8.404205409081085820e-01,2.827506269378103099e+01,4.860449523925781250e+02,1.939741706848144531e+01,4.138076782226562500e+00,1.809408560865271243e+00,2.538238582098319185e+01,7.300207018852233887e-02,1.522071813433716558e+00
3.311066910902081872e+01,1.194665672490380004e+01,2.532662010192871094e+01,9.401726126670837402e-01,5.040213465690612793e-01,1.927005171775817871e+00,1.131304740905761719e+01,1.356528282165527344e+00,1.625229995227065771e+01,8.872022738923197593e-01,2.994431791149201771e+01,5.439711303710937500e+02,2.041847038269042969e+01,3.936876773834228516e+00,1.917437948728573094e+00,2.716726358545768605e+01,8.641696721315383911e-02,1.592564979665529679e+00
3.052900078428161379e+01,1.193206262589360733e+01,2.720082855224609375e+01,1.031611800193786621e+00,3.475395143032073975e-01,1.846925020217895508e+00,1.087281513214111328e+01,1.397241592407226562e+00,1.271513036706704902e+01,7.380999715431876274e-01,2.479590383543413168e+01,5.114426574707031250e+02,1.876491165161132812e+01,4.101615905761718750e+00,1.778924366207006225e+00,2.782756980783538481e+01,3.016438800841569901e-03,1.446473784625005088e+00
2.761105962298423933e+01,1.039419087093798311e+01,2.757749938964843750e+01,1.011502385139465332e+00,4.089800417423248291e-01,1.829385638236999512e+00,1.068282699584960938e+01,1.326667666435241699e+00,1.070370019638597370e+01,7.376267281563385625e-01,2.347915671582154928e+01,4.718055419921875000e+02,2.055644989013671875e+01,3.659391164779663086e+00,1.717453484093040217e+00,2.715917679701189869e+01,4.110965819563716650e-04,1.461664360203391189e+00
2.545374939598047348e+01,1.048114009983835082e+01,2.310268974304199219e+01,8.056802153587341309e-01,3.783676028251647949e-01,1.337740778923034668e+00,1.100127506256103516e+01,1.257005453109741211e+00,1.026329841494163375e+01,5.802346280087595787e-01,2.582338791684165358e+01,4.983403320312500000e+02,1.761185264587402344e+01,3.407548666000366211e+00,1.676788918580525811e+00,2.505870585343703993e+01,1.355912350118160248e-02,1.429348263456963197e+00
2.233951899815073716e+01,9.275892167406359690e+00,2.260034942626953125e+01,8.272914886474609375e-01,3.379246592521667480e-01,1.832242727279663086e+00,1.070832347869873047e+01,1.254972219467163086e+00,9.097039702773416892e+00,6.215509986099989614e-01,2.574535903556149563e+01,4.820505676269531250e+02,1.796936798095703125e+01,3.335060119628906250e+00,1.600516278897339495e+00,1.757034725810908427e+01,1.265047788619995117e-01,1.669227890241233636e+00
