4.288849918989643584e+01,-1.490782571990843186e+00,4.664108467433667471e+01,1.973088835659143836e+00,3.270831701036410744e-01,4.483674425697861565e+00,9.928139134053465042e+00,1.340584890775097460e+00,1.908426561233628505e+01,6.491903276993671312e-01,3.054672157063203741e+01,7.886433489537297419e+02,1.645752827695833531e+01,2.798976255136598201e+00,-2.090683411156743221e-01,2.226140301814416844e+01,-2.507659446282517468e-02,6.819496756590572417e+00,-5.336819709171658488e-02
5.750765679931015484e+01,-1.834930048277802150e+00,4.783987267665625609e+01,2.145067132520805053e+00,3.858485935298635594e-01,6.279246098271553223e+00,9.480640302149302201e+00,1.375883169222676505e+00,1.827653476639386199e+01,1.398112665795113285e+00,3.269924929990606444e+01,7.753344990710500042e+02,1.616153339877653394e+01,3.659014921902754569e+00,4.707500718055127598e-01,1.985850094322813675e+01,-2.765649647448229637e-02,6.480265213012159187e+00,4.379820850478285260e-02
3.496759954219195521e+01,-7.947658700644433249e-01,4.672457297539981624e+01,1.868202977329251002e+00,3.699092641413068150e-01,3.928414412432938096e+00,1.030139423544730093e+01,1.344425455416883519e+00,1.442931179646661377e+01,-6.346644707379052452e-02,2.923975728352864678e+01,7.893444377944048256e+02,1.641476378406441938e+01,2.841120636835992919e+00,-5.168881367583586517e-01,1.638545633382293332e+01,2.308646825184518594e-02,7.035425483666920776e+00,-7.692312132466967711e-02
2.797422264317913942e+01,-6.929126159352014813e-01,5.030051088245956947e+01,2.031370412624151189e+00,4.039473102253745007e-01,5.337519574771923736e+00,1.002780253716393943e+01,1.279325868098583063e+00,1.767919575497093732e+01,1.137724089464274141e-01,2.943506307117009513e+01,8.733845241241331223e+02,1.546693401601495843e+01,3.417525706361919102e+00,-4.197483552252270766e-02,1.272768704521063299e+01,1.880833674205332345e-02,7.216848166918313545e+00,-5.020653562542712334e-02
2.146120655522947729e+01,-4.209555933279565121e-01,4.832403114975853953e+01,1.895361783369532205e+00,4.052183076281975493e-01,4.577705585443287539e+00,1.013125910832856391e+01,1.255867300961384103e+00,1.570514590724468995e+01,-2.357055228046104622e-01,2.990015026830857892e+01,8.620503598472585054e+02,1.558637563974837370e+01,3.298984611062810490e+00,-6.738957060546305611e-01,7.187798587016132501e+00,2.964368188639667639e-02,7.076976144649631983e+00,-1.495334254457221790e-01
2.719785396841113823e+01,-9.522796490911276113e-01,4.990726771526597361e+01,1.865016201464548606e+00,2.841135034608437970e-01,3.949678510814828680e+00,8.886999332740359137e+00,1.310084882076021806e+00,9.141345261776788078e+00,-5.651214289997750218e-01,2.607496320139063428e+01,7.635091228573003264e+02,1.531910782885880451e+01,2.822344535941322174e+00,-1.231236755176157383e+00,7.750341027462087418e+00,-1.300682888511564377e-02,5.884867930911974909e+00,-3.554941364572946072e-01
3.785912000421938473e+01,-2.609155180289809195e+00,2.670664346410049461e+01,1.473465817893577556e+00,7.577423831157195644e-02,4.626888977895889710e+00,9.330565465115569168e+00,1.174463165264554076e+00,1.168889417221393145e+01,-3.266551601034138330e-01,3.187575547238613538e+01,5.702848557223792341e+02,1.496747237673018027e+01,1.798253535380334611e+00,-1.661225946795485742e+00,1.127445705724707992e+01,-5.098515474498906130e-02,5.506634311305829144e+00,-2.941603488024415597e-02
3.292180877492931046e+01,-2.691238660778580982e-01,5.374330987574153795e+01,2.226918767047071146e+00,4.617101328005350780e-01,3.870800344446058361e+00,9.516821498886161024e+00,1.281947883973952207e+00,1.298993557633839657e+01,4.018447539896544130e-01,2.684544018933372911e+01,7.816000692502670972e+02,1.453280205582436757e+01,3.709007003870691932e+00,-6.362080043878994007e-02,1.640292385602011649e+01,1.097048995223874265e-02,6.412972613206474826e+00,-1.742397577939877318e-01
2.169714967660690164e+01,-6.152712302583381865e-01,4.646150411230272681e+01,1.474995058440190521e+00,2.598118688601288584e-01,4.355539247563068095e+00,8.943379325309756211e+00,1.240293248340764265e+00,1.204329350131864906e+01,-1.207637726757833097e+00,2.823746020384509237e+01,8.337299821649309024e+02,1.452260938448394256e+01,2.507835158766739792e+00,-1.466850234508732642e+00,2.891096291165852428e+00,-5.697034879803557217e-02,6.971462994002886049e+00,-3.044090548817516839e-01
2.435935328858083437e+01,-1.042117004026112514e+00,4.416059166217699783e+01,1.513712215487641455e+00,1.837284224982582148e-01,4.868609807305038117e+00,8.900054175935942169e+00,1.129736133443898227e+00,1.679067152922138106e+01,-1.169366841515094624e+00,2.887418807425149936e+01,8.933105143190340414e+02,1.356800959093817305e+01,2.027311001139125768e+00,-1.112113683361706018e+00,5.493986176443286240e+00,-8.207246144551076650e-02,6.820681215804056841e+00,-1.615547558745616397e-01
1.949901109363041485e+01,6.637594133935376117e-01,4.849438821355074225e+01,1.544904756518107769e+00,1.880265213997432960e-01,4.984979433806968174e+00,7.804146428411674385e+00,1.105342888353708863e+00,1.523169951864759497e+01,-1.293687446748380321e+00,2.928611346325242337e+01,8.843227248150046762e+02,1.303395484882566535e+01,2.454566432207665905e+00,-1.161034917229153418e+00,2.727631708502916474e+00,-8.714480157261114690e-02,7.150137236841707100e+00,-2.903672684916634994e-01
1.286378654494443197e+01,-9.291398528889465158e-01,5.002341370101011364e+01,1.371433902329613597e+00,2.007118574860235205e-01,4.320262606075751854e+00,7.908919824419211153e+00,1.221011088044154924e+00,6.918711439732255108e+00,-1.073040693061732886e+00,2.479550741635836175e+01,7.457880507988753607e+02,1.422872486645821866e+01,3.316861859198247942e+00,-1.932441329338687952e+00,2.416642971927233763e+00,-5.050383907323637012e-02,4.875886013535218666e+00,-4.866106130011766950e-01
2.930091350195234412e+01,-2.841392144907370909e+00,2.487041686333630963e+01,1.463707513930004867e+00,-6.476584018347637806e-02,4.655710194092088194e+00,8.042170909696098491e+00,1.039531518175536462e+00,1.189675056506530382e+01,-1.266429216873030228e+00,2.926305441422896081e+01,5.157415719604491642e+02,1.255134326358174235e+01,1.432405367273104968e+00,-2.268937334310858756e+00,9.599625455957720987e+00,-1.428579606684850234e-01,5.809262394045573430e+00,-1.511969566224713180e-01
