2.998068388055841282e+01,-9.058144580113790534e-01,2.525288200378417969e+01,1.021851062774658203e+00,3.666369020938873291e-01,2.676212787628173828e+00,1.003062152862548828e+01,1.281547188758850098e+00,1.787122377877384594e+01,2.337110009905570343e-02,2.962554418964750624e+01,6.426246337890625000e+02,1.549975681304931641e+01,3.166278123855590820e+00,-1.446742994640988211e-01,1.367610256040800998e+01,1.065323036164045334e-02,7.157593097572623186e+00,-4.028424225896413274e-02
2.440323831024220169e+01,-4.914707133322178123e-01,2.682616996765136719e+01,9.947649836540222168e-01,3.509159088134765625e-01,2.398219347000122070e+00,9.806956291198730469e+00,1.276202321052551270e+00,1.328919760089995528e+01,-5.893298308360460647e-01,2.869263612573796962e+01,6.917017211914062500e+02,1.551283740997314453e+01,2.942336797714233398e+00,-1.083550216273393874e+00,6.473751822638212694e+00,5.533334333449602127e-03,6.945029185855436715e+00,-2.020052498352619408e-01
3.336918573138886046e+01,-4.486307963866493220e-01,3.039521408081054688e+01,1.263037800788879395e+00,4.494801759719848633e-01,2.156828165054321289e+00,9.427370071411132812e+00,1.280072569847106934e+00,1.161374829937116537e+01,3.693896532580641101e-01,2.690533781481218867e+01,6.234696044921875000e+02,1.444465351104736328e+01,3.623340606689453125e+00,-1.512776182886665655e-01,1.595043319003731952e+01,4.642203450202941895e-03,6.382278355860919739e+00,-2.013299045785031938e-01
2.244911835013076029e+01,-2.783899687568517911e-01,2.688110733032226562e+01,8.837287425994873047e-01,1.827399432659149170e-01,2.874223709106445312e+00,8.348208427429199219e+00,1.110457181930541992e+00,1.643745532619174199e+01,-1.308822953672817979e+00,2.907499377758471937e+01,6.905833740234375000e+02,1.329949474334716797e+01,2.245102405548095703e+00,-1.259199588143284032e+00,3.058350794614510537e+00,-8.611411601305007935e-02,7.024487924938243033e+00,-2.286286908456764411e-01
1.204649666054953805e+01,-1.503997145195422380e+00,2.186261367797851562e+01,6.336976289749145508e-01,1.802687495946884155e-01,1.818433523178100586e+00,7.659206867218017578e+00,1.226435780525207520e+00,3.774520179280079990e+00,-1.166103366254334084e+00,2.140242735968695698e+01,5.619259643554687500e+02,1.406104755401611328e+01,3.115141391754150391e+00,-2.184493299934553434e+00,9.691156015860744599e-01,-6.521216034889221191e-02,4.813371072343255008e+00,-5.583772247932111688e-01
2.763472828346148447e+01,-2.651309680889717413e+00,1.393899536132812500e+01,7.815407514572143555e-01,4.402116406708955765e-03,2.624031066894531250e+00,7.853568553924560547e+00,1.057226896286010742e+00,1.351845302304441532e+01,-1.222486227754605581e+00,2.879024110521589108e+01,4.208944091796875000e+02,1.290879726409912109e+01,1.955238580703735352e+00,-1.937622186972434823e+00,9.036809953034943277e+00,-1.310607492923736572e-01,6.098199306372149131e+00,-1.150325289593413791e-01
1.518374563383623865e+01,1.454614135156294452e+00,2.929924964904785156e+01,7.269440889358520508e-01,3.124145567417144775e-01,2.828400611877441406e+00,7.451466560363769531e+00,1.124810695648193359e+00,1.120644894497615063e+01,-1.616757081563375831e+00,2.658784218439980052e+01,7.621820068359375000e+02,1.460020446777343750e+01,3.437678337097167969e+00,-1.355884143834086952e+00,-9.000000427477061749e-03,-5.313600227236747742e-02,6.618251441918975964e+00,-3.515136696224552826e-01
3.063141339666324470e+01,7.709307281350449848e-02,2.912783813476562500e+01,1.195727825164794922e+00,4.796187877655029297e-01,2.359200716018676758e+00,9.670561790466308594e+00,1.280970573425292969e+00,1.050842703940783807e+01,2.222232792596995077e-01,2.489236290194977030e+01,6.034884033203125000e+02,1.487252998352050781e+01,3.925847291946411133e+00,5.183298405289061828e-01,1.656963585810548167e+01,2.100478857755661011e-02,6.345662019901042505e+00,-5.018153016362863345e-02
1.295305536643756383e+01,6.979804232203526970e-01,2.532631874084472656e+01,8.704383373260498047e-01,3.787563145160675049e-01,2.191941261291503906e+00,9.484558105468750000e+00,1.220446348190307617e+00,6.140119440576180310e+00,-7.875131809748537881e-01,2.243965977607889428e+01,6.233088378906250000e+02,1.479694175720214844e+01,4.108967781066894531e+00,-1.363345365104362106e+00,1.326804318338969502e+00,5.513064563274383545e-02,5.735110992189000001e+00,-2.903248195152712818e-01
1.812915727274516797e+01,2.820368570328106284e+00,2.963653182983398438e+01,8.603368401527404785e-01,5.091584920883178711e-01,3.481661796569824219e+00,9.212543487548828125e+00,1.100572466850280762e+00,1.778571513049038444e+01,-9.327703595558224370e-01,2.966693398891351308e+01,7.826862792968750000e+02,1.569834136962890625e+01,4.332923889160156250e+00,2.513388469783214493e-02,2.389919527434495095e+00,3.354875743389129639e-02,7.235090934717581135e+00,-9.115894459940374062e-02
