0.21961,0.33333,0.64706
0.22098,0.33943,0.65247
0.22235,0.34553,0.65789
0.22372,0.35163,0.66331
0.22509,0.35773,0.66872
0.22646,0.36383,0.67414
0.22782,0.36993,0.67955
0.22919,0.37603,0.68497
0.23056,0.38214,0.69038
0.23193,0.38824,0.6958
0.2333,0.39434,0.70121
0.23467,0.40044,0.70663
0.23604,0.40654,0.71204
0.23741,0.41264,0.71746
0.23878,0.41874,0.72288
0.24015,0.42484,0.72829
0.24152,0.43094,0.73371
0.24289,0.43704,0.73912
0.24426,0.44314,0.74454
0.24563,0.44924,0.74995
0.247,0.45534,0.75537
0.24837,0.46144,0.76078
0.24974,0.46754,0.7662
0.2511,0.47364,0.77162
0.25247,0.47974,0.77703
0.25384,0.48584,0.78245
0.25521,0.49194,0.78786
0.25658,0.49804,0.79328
0.25795,0.50414,0.79869
0.25932,0.51024,0.80411
0.26069,0.51634,0.80952
0.26206,0.52244,0.81494
0.26343,0.52854,0.82035
0.2648,0.53464,0.82577
0.26617,0.54074,0.83119
0.26754,0.54684,0.8366
0.26891,0.55294,0.84202
0.27028,0.55904,0.84743
0.27165,0.56514,0.85285
0.27302,0.57124,0.85826
0.27439,0.57734,0.86368
0.27575,0.58344,0.86909
0.27712,0.58954,0.87451
0.27849,0.59564,0.87993
0.27986,0.60174,0.88534
0.28123,0.60784,0.89076
0.2826,0.61394,0.89617
0.28397,0.62004,0.90159
0.28534,0.62614,0.907
0.28671,0.63224,0.91242
0.28808,0.63834,0.91783
0.28945,0.64444,0.92325
0.29082,0.65054,0.92866
0.29219,0.65664,0.93408
0.29356,0.66275,0.9395
0.29493,0.66885,0.94491
0.2963,0.67495,0.95033
0.29767,0.68105,0.95574
0.29904,0.68715,0.96116
0.3004,0.69325,0.96657
0.30177,0.69935,0.97199
0.30314,0.70545,0.9774
0.30451,0.71155,0.98282
0.30588,0.71765,0.98824
0.31673,0.72206,0.98842
0.32757,0.72647,0.9886
0.33842,0.73088,0.98879
0.34926,0.73529,0.98897
0.36011,0.73971,0.98915
0.37096,0.74412,0.98934
0.3818,0.74853,0.98952
0.39265,0.75294,0.98971
0.40349,0.75735,0.98989
0.41434,0.76176,0.99007
0.42518,0.76618,0.99026
0.43603,0.77059,0.99044
0.44688,0.775,0.99063
0.45772,0.77941,0.99081
0.46857,0.78382,0.99099
0.47941,0.78824,0.99118
0.49026,0.79265,0.99136
0.5011,0.79706,0.99154
0.51195,0.80147,0.99173
0.52279,0.80588,0.99191
0.53364,0.81029,0.9921
0.54449,0.81471,0.99228
0.55533,0.81912,0.99246
0.56618,0.82353,0.99265
0.57702,0.82794,0.99283
0.58787,0.83235,0.99301
0.59871,0.83676,0.9932
0.60956,0.84118,0.99338
0.6204,0.84559,0.99357
0.63125,0.85,0.99375
0.6421,0.85441,0.99393
0.65294,0.85882,0.99412
0.66379,0.86324,0.9943
0.67463,0.86765,0.99449
0.68548,0.87206,0.99467
0.69632,0.87647,0.99485
0.70717,0.88088,0.99504
0.71801,0.88529,0.99522
0.72886,0.88971,0.9954
0.73971,0.89412,0.99559
0.75055,0.89853,0.99577
0.7614,0.90294,0.99596
0.77224,0.90735,0.99614
0.78309,0.91176,0.99632
0.79393,0.91618,0.99651
0.80478,0.92059,0.99669
0.81563,0.925,0.99687
0.82647,0.92941,0.99706
0.83732,0.93382,0.99724
0.84816,0.93824,0.99743
0.85901,0.94265,0.99761
0.86985,0.94706,0.99779
0.8807,0.95147,0.99798
0.89154,0.95588,0.99816
0.90239,0.96029,0.99835
0.91324,0.96471,0.99853
0.92408,0.96912,0.99871
0.93493,0.97353,0.9989
0.94577,0.97794,0.99908
0.95662,0.98235,0.99926
0.96746,0.98676,0.99945
0.97831,0.99118,0.99963
0.98915,0.99559,0.99982
1,1,1
0.99999,0.99561,0.98921
0.99998,0.99121,0.97841
0.99997,0.98682,0.96762
0.99996,0.98243,0.95682
0.99995,0.97803,0.94603
0.99994,0.97364,0.93523
0.99993,0.96924,0.92444
0.99992,0.96485,0.91365
0.99991,0.96046,0.90285
0.9999,0.95606,0.89206
0.99989,0.95167,0.88126
0.99988,0.94728,0.87047
0.99987,0.94288,0.85968
0.99986,0.93849,0.84888
0.99985,0.9341,0.83809
0.99984,0.9297,0.82729
0.99983,0.92531,0.8165
0.99982,0.92092,0.8057
0.99981,0.91652,0.79491
0.9998,0.91213,0.78412
0.99979,0.90773,0.77332
0.99978,0.90334,0.76253
0.99977,0.89895,0.75173
0.99976,0.89455,0.74094
0.99975,0.89016,0.73014
0.99974,0.88577,0.71935
0.99973,0.88137,0.70856
0.99972,0.87698,0.69776
0.99971,0.87259,0.68697
0.9997,0.86819,0.67617
0.99969,0.8638,0.66538
0.99968,0.8594,0.65459
0.99937,0.85176,0.63967
0.99905,0.84412,0.62476
0.99873,0.83648,0.60984
0.99841,0.82884,0.59493
0.99809,0.8212,0.58001
0.99778,0.81356,0.5651
0.99746,0.80591,0.55018
0.99714,0.79827,0.53527
0.99682,0.79063,0.52035
0.9965,0.78299,0.50544
0.99619,0.77535,0.49052
0.99587,0.76771,0.47561
0.99555,0.76007,0.46069
0.99523,0.75242,0.44578
0.99491,0.74478,0.43086
0.9946,0.73714,0.41595
0.99428,0.7295,0.40103
0.99396,0.72186,0.38612
0.99364,0.71422,0.3712
0.99332,0.70658,0.35629
0.99301,0.69893,0.34137
0.99269,0.69129,0.32646
0.99237,0.68365,0.31154
0.99205,0.67601,0.29663
0.99173,0.66837,0.28171
0.99142,0.66073,0.2668
0.9911,0.65309,0.25188
0.99078,0.64545,0.23697
0.99046,0.6378,0.22205
0.99014,0.63016,0.20714
0.98983,0.62252,0.19222
0.98951,0.61488,0.17731
0.98919,0.60724,0.16239
0.98887,0.5996,0.14748
0.98855,0.59196,0.13256
0.98824,0.58431,0.11765
0.98573,0.57371,0.11875
0.98323,0.5631,0.11984
0.98073,0.5525,0.12094
0.97823,0.54189,0.12204
0.97573,0.53129,0.12314
0.97323,0.52068,0.12424
0.97073,0.51007,0.12533
0.96823,0.49947,0.12643
0.96573,0.48886,0.12753
0.96322,0.47826,0.12863
0.96072,0.46765,0.12973
0.95822,0.45705,0.13082
0.95572,0.44644,0.13192
0.95322,0.43583,0.13302
0.95072,0.42523,0.13412
0.94822,0.41462,0.13522
0.94572,0.40402,0.13631
0.94322,0.39341,0.13741
0.94071,0.38281,0.13851
0.93821,0.3722,0.13961
0.93571,0.36159,0.14071
0.93321,0.35099,0.1418
0.93071,0.34038,0.1429
0.92821,0.32978,0.144
0.92571,0.31917,0.1451
0.92321,0.30857,0.1462
0.92071,0.29796,0.14729
0.9182,0.28736,0.14839
0.9157,0.27675,0.14949
0.9132,0.26614,0.15059
0.9107,0.25554,0.15169
0.9082,0.24493,0.15278
0.9057,0.23433,0.15388
0.9032,0.22372,0.15498
0.9007,0.21312,0.15608
0.8982,0.20251,0.15718
0.89569,0.1919,0.15827
0.89319,0.1813,0.15937
0.89069,0.17069,0.16047
0.88819,0.16009,0.16157
0.88569,0.14948,0.16267
0.87643,0.14533,0.15782
0.86718,0.14118,0.15297
0.85792,0.13702,0.14813
0.84866,0.13287,0.14328
0.8394,0.12872,0.13844
0.83015,0.12457,0.13359
0.82089,0.12042,0.12874
0.81163,0.11626,0.1239
0.80238,0.11211,0.11905
0.79312,0.10796,0.1142
0.78386,0.10381,0.10936
0.7746,0.099654,0.10451
0.76535,0.095502,0.099666
0.75609,0.09135,0.094819
0.74683,0.087197,0.089973
0.73758,0.083045,0.085127
0.72832,0.078893,0.080281
0.71906,0.074741,0.075434
0.7098,0.070588,0.070588
