4.199999999999999845e-01,2.999999999999999889e-02,0.000000000000000000e+00,-1.072290330000000014e-01,2.613212499999999910e-02,-1.160000000000000059e-01,-1.199999999999999956e-01,-1.079999999999999988e-01,-3.579999999999999849e-01,-2.069999999999999896e-01,-1.267999999999999960e-01,5.000000000000000104e-03,-1.409999999999999865e-01
3.599999999999999867e-01,-1.000000000000000021e-02,4.000000000000000083e-02,-1.216539600000000054e-01,-1.545989419999999892e-01,-1.390000000000000124e-01,-7.000000000000000666e-02,-6.900000000000000577e-02,-3.389999999999999125e-01,-2.409999999999999920e-01,-8.609999999999999598e-02,-1.299999999999999940e-02,-8.599999999999999312e-02
1.400000000000000133e-01,8.000000000000000167e-02,4.000000000000000083e-02,3.908155600000000340e-02,-2.862040600000000101e-02,-1.000000000000000056e-01,-6.199999999999999956e-02,2.100000000000000130e-02,-2.069999999999999896e-01,-1.019999999999999934e-01,-4.019999999999999962e-02,5.000000000000000278e-02,-9.400000000000000022e-02
6.099999999999999867e-01,-8.000000000000000167e-02,8.000000000000000167e-02,-1.061780640000000026e-01,1.476982659999999947e-01,-7.299999999999999545e-02,-1.310000000000000053e-01,-1.019999999999999934e-01,-2.439999999999999947e-01,-2.300000000000000100e-01,-1.773000000000000131e-01,6.700000000000000400e-02,-6.700000000000000400e-02
4.400000000000000022e-01,-2.999999999999999889e-02,5.000000000000000278e-02,-2.139651600000000084e-02,-1.652127449999999942e-01,-2.849999999999999756e-01,-3.099999999999999978e-02,-5.599999999999989708e-02,-3.729999999999999982e-01,-2.310000000000000109e-01,-1.171999999999999986e-01,8.000000000000000167e-03,-2.699999999999999969e-02
3.400000000000000244e-01,-1.000000000000000021e-02,-2.999999999999999889e-02,-8.390092600000000067e-02,-2.711333539999999931e-01,-1.559999999999999998e-01,-1.700000000000000122e-02,-6.199999999999999956e-02,-4.239999999999999880e-01,-2.479999999999999982e-01,-2.059999999999999887e-01,6.000000000000000125e-03,-2.599999999999999881e-02
8.000000000000000444e-01,2.999999999999999889e-02,1.100000000000000006e-01,-4.627101799999999709e-02,-2.597593200000000019e-02,-2.419999999999999929e-01,-3.799999999999999906e-02,-9.099999999999999756e-02,-3.130000000000000004e-01,-2.640000000000000124e-01,-1.218000000000000055e-01,-8.000000000000000167e-03,-4.700000000000000011e-02
5.300000000000000266e-01,-4.000000000000000083e-02,1.100000000000000006e-01,-9.957970200000000605e-02,-2.981722210000000151e-01,-3.649999999999999911e-01,-7.799999999999999989e-02,-3.799999999999999906e-02,-3.970000000000000195e-01,-2.560000000000000053e-01,-1.988000000000000045e-01,1.299999999999999940e-02,-1.100000000000000006e-01
6.300000000000000044e-01,-2.000000000000000042e-02,5.999999999999999778e-02,-1.738672679999999915e-01,-3.050977850000000102e-01,-4.410000000000000031e-01,6.000000000000000125e-03,-7.900000000000000078e-02,-3.170000000000000040e-01,-2.079999999999999905e-01,-1.287000000000000088e-01,3.000000000000000062e-03,-4.000000000000000083e-02
4.199999999999999845e-01,-5.999999999999999778e-02,8.999999999999999667e-02,-3.902907720000000080e-01,-5.195883220000000469e-01,-4.919999999999999929e-01,-2.199999999999999872e-02,-3.699999999999999817e-02,-3.170000000000000040e-01,-1.789999999999999925e-01,-1.990000000000000102e-01,-3.799999999999999906e-02,-5.199999999999999761e-02
5.600000000000000533e-01,-1.000000000000000021e-02,-5.000000000000000278e-02,-1.331704840000000056e-01,-4.214458150000000014e-01,-3.780000000000000027e-01,-6.000000000000000125e-03,8.999999999999999320e-03,-2.159999999999999976e-01,-1.400000000000000133e-01,-1.356999999999999873e-01,-2.000000000000000042e-02,-5.199999999999999761e-02
1.600000000000000033e-01,-8.999999999999999667e-02,1.000000000000000021e-02,-2.604686900000000027e-02,2.541823950000000054e-01,2.000000000000000111e-01,-9.800000000000000377e-02,5.000000000000000104e-03,-1.199999999999999956e-01,-8.699999999999999400e-02,-7.069999999999999896e-02,2.500000000000000139e-02,-1.000000000000000021e-02
-2.999999999999999889e-02,-1.100000000000000006e-01,2.999999999999999889e-02,5.251458999999999988e-02,6.048707700000000020e-02,-5.999999999999999778e-02,-8.000000000000000167e-02,-3.799999999999999906e-02,-1.519999999999999962e-01,-6.300000000000000044e-02,-6.510000000000000508e-02,2.500000000000000139e-02,-2.699999999999999969e-02
