0.37977,0.25955,0.23399,0.085055,0.025232,0.016403
0.37571,0.27123,0.21868,0.092195,0.026305,0.015875
0.39287,0.26616,0.21019,0.086037,0.027361,0.017389
0.40214,0.26592,0.19819,0.084731,0.029588,0.019433
0.38336,0.26773,0.20411,0.093096,0.031352,0.020357
0.38887,0.27737,0.18184,0.092993,0.035664,0.02326
0.38871,0.28403,0.18816,0.092794,0.029306,0.017005
0.39037,0.26383,0.21708,0.085802,0.026349,0.016568
0.36967,0.27416,0.21273,0.097616,0.028669,0.017155
0.35916,0.27775,0.22009,0.10173,0.026454,0.014804
0.34818,0.27565,0.23123,0.10464,0.025819,0.014484
0.3621,0.28966,0.20132,0.1056,0.027093,0.014222
0.36729,0.30458,0.188,0.099579,0.0267,0.013862
0.36984,0.28809,0.19654,0.10027,0.028967,0.01629
0.37631,0.29512,0.18707,0.095966,0.029077,0.016465
0.37974,0.28058,0.1912,0.096496,0.032311,0.019673
0.38885,0.27307,0.18865,0.093043,0.034221,0.022166
0.37997,0.29163,0.17829,0.094922,0.033996,0.021197
0.37357,0.30511,0.18427,0.096437,0.026786,0.013815
0.36952,0.31372,0.17659,0.095794,0.028659,0.015721
0.35145,0.31174,0.19971,0.10168,0.024452,0.010966
0.35094,0.31761,0.19084,0.10195,0.026182,0.012469
0.34141,0.31375,0.20295,0.10604,0.024875,0.010984
0.32883,0.30406,0.2232,0.10834,0.025025,0.010549
0.31604,0.30147,0.23479,0.11324,0.024949,0.0095161
0.31711,0.30815,0.22499,0.11385,0.025572,0.010327
0.35339,0.307,0.19596,0.1064,0.025321,0.011937
0.34565,0.29518,0.21602,0.1083,0.023899,0.01096
0.33521,0.30672,0.21174,0.11133,0.0246,0.010389
0.28069,0.2706,0.29142,0.12336,0.024666,0.0092641
0.29821,0.29226,0.25336,0.12156,0.025242,0.0093694
0.27981,0.27792,0.2756,0.13183,0.025652,0.009199
0.2872,0.26877,0.28454,0.12773,0.023147,0.0086207
0.3178,0.28989,0.24242,0.1153,0.023917,0.010661
